content,tags,posted_time,replies,retweets,likes,views
"  〜本日（10/25）の配信予定〜        

19:00〜 湊あくあ you
20:00〜 ときのそら you
21:00〜 夜空メル you
22:00〜 白上フブキ you
24:00〜 大空スバル（外部コラボ） you
白上フブキ ope

#ホロジュール #VTuber",#ホロジュール #VTuber,2018-10-24T22:37:31+00:00,19,133,285,-1
"ちょこ先生のASMR配信はじまりました。寝る前の安眠材料に是非。
#癒月診療所",#癒月診療所,2018-10-24T15:11:46+00:00,0,5,37,-1
"人類には理解不能なゲームとはどんなゲームなのか…
まつりちゃんなら頑張って実況してくれそうです
#夏まつch #VTuber",#夏まつch #VTuber,2018-10-24T13:09:57+00:00,0,12,66,-1
"今日も今日とてフブキちゃんがタヌキになっていきます！！
マリオ3、４面からのスタートです！
#フブキch #vtuber",#フブキch #vtuber,2018-10-24T12:11:06+00:00,0,13,48,-1
"そらちゃんのREALITY配信始まりました！youtubeでミラー配信もしてるので好きな方でご覧下さい
銀河アリスさんとのコラボ動画も上がってるのでそちらもお見逃しなく！
#ときのそらREALITY #VTuber",#ときのそらREALITY #VTuber,2018-10-24T12:08:27+00:00,0,16,50,-1
"メルちゃんとひいろさんの本性が丸裸に！
２人の本性確かめに行きましょう 
#メル生放送 #VTuber",#メル生放送 #VTuber,2018-10-24T11:43:46+00:00,0,10,40,-1
"シオンちゃんに新しい家族が…！？
猫ちゃん可愛いですねー！(^・ω・^§)ﾉ
#紫咲シオン #VTuber",#紫咲シオン #VTuber,2018-10-24T11:28:57+00:00,4,7,46,-1
"今日のはあとちゃんは中二病のようです
ロリになったり中二病になったり忙しい子ですね…
#はあとch #VTuber",#はあとch #VTuber,2018-10-24T10:06:29+00:00,0,16,68,-1
本日(10月24日)22時百鬼あやめの放送ですが、本人の体調が優れないため中止にさせていただきます。楽しみにされていた皆様にはご迷惑をおかけしますこと、心より深くお詫び申し上げます。,,2018-10-24T08:36:17+00:00,0,43,210,-1
"  〜本日（10/24）の配信予定〜        

19:00〜 赤井はあと you
20:00〜 夜空メル（外部コラボ） you
紫咲シオン you
21:00〜 ときのそら you
白上フブキ ope
22:00〜 夏色まつり you
百鬼あやめ you
23:00〜 アキロゼ you", ,2018-10-23T18:11:01+00:00,21,140,272,-1
"ちょこ先生が小悪魔的に看病してくれそうです！
保健室へ直行しなければ
#癒月診療所  #VTuber",#癒月診療所 #VTuber,2018-10-23T15:24:15+00:00,0,7,43,-1
"仮装マイクラ部にまつりちゃんがお邪魔してるそうです！
良ければ見てみましょう！
#夏まつch #VTuber",#夏まつch #VTuber,2018-10-23T13:17:37+00:00,0,9,49,-1
"メルちゃんがカップルを救っていきます！！
巣食う…！？
#メル生放送 #VTuber",#メル生放送 #VTuber,2018-10-23T12:05:27+00:00,0,12,44,-1
"またもやアプリが開かなくなった大天使湊あくあさん…このピンチを抜けることができるのかみなさん見届けましょう。配信はこちら！
#湊あくあ生放送",#湊あくあ生放送,2018-10-23T11:05:31+00:00,0,20,66,-1
"ついにホロライブ内にカップルが…！！！！
秘密ゲスト誰が来るんでしょうか、気になりますね
#媚ライブ #VTuber",#媚ライブ #VTuber,2018-10-23T10:10:00+00:00,0,18,75,-1
フブキちゃんの22時からの放送ですが、21時開始へ変更となりましたのでよろしくお願いします。,,2018-10-23T07:48:56+00:00,0,20,81,-1
"今日の22時からのあやめちゃんの放送ですが、体調不良のためお休みさせていただきます。
楽しみにしていた方々には申し訳ございませんが、よろしくお願いします。",,2018-10-23T07:45:14+00:00,1,27,133,-1
"  〜本日（10/23）の配信予定〜        

19:00〜 赤井はあと&大空スバル you
20:00〜 湊あくあ you
21:00〜 夜空メル you
22:00〜 白上フブキ ope
百鬼あやめ you
夏色まつり（外部コラボ） you
23:00〜 ロボ子さん you
24:00〜 癒月ちょこ you", ,2018-10-22T17:52:06+00:00,13,145,304,-1
"寝れません！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
#湊あくあ生放送",#湊あくあ生放送,2018-10-22T15:12:07+00:00,3,27,146,-1
"フブキちゃんが久しぶりにSIREN2をプレイしていきます！！
物語も終盤となってまいりましたがこの先の展開はどうなるでしょうか…！！
#フブキch #VTuber",#フブキch #VTuber,2018-10-22T13:15:08+00:00,0,11,51,-1
"ちょこ先生のホラゲー配信です！見てるこっちも違う意味でもドキドキしますよね…
#癒月診療所",#癒月診療所,2018-10-22T13:12:20+00:00,0,5,30,-1
"なんとカメラが逃げてしまったようです！
なので今日のロボ子さんは自撮りとなります
#ロボ子生放送 #VTuber",#ロボ子生放送 #VTuber,2018-10-22T12:12:32+00:00,0,13,57,-1
"かわいい猫ちゃんとシオンちゃんが戯れていきます。知能指数近そうなのですぐ仲良くなれそうですね。
#紫咲シオン",#紫咲シオン,2018-10-22T11:17:23+00:00,3,21,109,-1
"はあとちゃん、アキちゃん、メルちゃん、ちょこ先生の金髪組が温泉で即興声劇するようです
温泉と聞いたからには見に行かなければ…！
#金髪組 #VTuber",#金髪組 #VTuber,2018-10-22T10:04:55+00:00,0,47,148,-1
"  〜本日（10/22）の配信予定〜        

19:00〜 赤井はあと&夜空メル&アキロゼ&癒月ちょこ you
20:00〜 紫咲シオン you
21:00〜 ロボ子さん you
22:00〜 白上フブキ you
癒月ちょこ you

#ホロジュール #VTuber",#ホロジュール #VTuber,2018-10-21T19:22:42+00:00,10,121,228,-1
"吉田沙保里さんを越えた湊あくあさんのPUBG放送です。銃なんて使わず素手で全員倒しそうなパワーワードですね。
#湊あくあ生放送",#湊あくあ生放送,2018-10-21T15:10:33+00:00,2,21,90,-1
"メルちゃんとちょこ先生が両耳から囁いてくれます
ASMR放送なので、イヤホンやヘッドホンを用意してお楽しみください！
#メルティーキッス #VTuber",#メルティーキッス #VTuber,2018-10-21T13:14:32+00:00,0,11,43,-1
"のんびりマインクラフトをやっていきます！明日の仕事に向けてあやめちゃんの配信を見て鋭気を養いましょう！
#百鬼あやめch",#百鬼あやめch,2018-10-21T12:09:46+00:00,0,8,46,-1
"湊あくあちゃんの放送23時からとなっていましたが、24時からです
よろしくお願いします",,2018-10-21T11:45:29+00:00,0,23,67,-1
"シオンちゃんの大人には解けないクイズをやっていきます！
シオンちゃんなら楽勝そうですね
#紫咲シオン #VTuber",#紫咲シオン #VTuber,2018-10-21T10:26:14+00:00,0,14,53,-1
"あやめちゃんのマリカ配信再開しました！
枠が変わっているのでこちらからご覧くださいませ
#百鬼あやめch  #VTuber",#百鬼あやめch #VTuber,2018-10-21T09:50:14+00:00,1,12,41,-1
"あやめちゃんのマリカ配信です。日に日に上手くなっていくあやめちゃんの勇姿をご覧あれ！視聴者参加型なのでみなさんどんどんご参加ください！
#百鬼あやめch",#百鬼あやめch,2018-10-21T09:17:28+00:00,0,11,49,-1
"気合いを入れて視聴していきたいと思います。みなさんよろしくお願いします
#生スバル",#生スバル,2018-10-21T09:14:06+00:00,0,25,138,-1
"ついにフブキちゃんがキツネからタヌキに！？
スーパーマリオブラザーズ3始まります！昔の思い出を思い出して感傷に浸りましょう
#フブキch #VTuber",#フブキch #VTuber,2018-10-21T08:12:37+00:00,0,9,70,-1
"まつりちゃんがゼルダをまったりゆったり冒険して進めていきます！
日曜日のお昼、時間がある方は一緒に見ましょう！
#夏まつch #VTuber",#夏まつch #VTuber,2018-10-21T03:36:53+00:00,0,9,59,-1
"  〜本日（10/21）の配信予定〜        
12:00〜 夏色まつり yo
17:00〜 白上フブキ yo
18:00〜 大空スバル（外部コラボ） yo
百鬼あやめ op
19:00〜 紫咲シオン yo
21:00〜 白上フブキ yo
百鬼あやめ yo
22:00〜 夜空メル&癒月ちょこ yo
23:00〜 湊あくあ yo",,2018-10-20T20:36:13+00:00,21,125,225,-1
"悪魔の保険医ちょこ先生のASMR放送です。最近ASMRの沼にはまってしまい取り返しのつかないことになってます…
#癒月診療所",#癒月診療所,2018-10-20T15:14:12+00:00,0,17,55,-1
"フブキちゃんの放送始まりました！
エスコン5やっていきます！
狐の戦いが今始まる…！！
#フブキch #VTuber",#フブキch #VTuber,2018-10-20T14:19:17+00:00,0,16,51,-1
"スバルちゃんが方言で告白します！！！！私個人的には博多弁が好きなのですが…みなさんはどこの方言が好きですか？
#生スバル",#生スバル,2018-10-20T14:18:38+00:00,6,4,48,-1
"ロボ子さん、あくあちゃん、フブキちゃん、あやめちゃんもVTuber最協決定戦参加いたします！
ぜひ頑張って欲しいですね…！
こちらのチームはロボ子さんとあくあちゃん両方が配信するので好きな方でご覧くださいませ！

ロボ子さん:https://youtu.be/VjxQ-mS-DW4
湊あくあ: https://youtube.com/channel/UC1opHUrw8rvnsadT-iGp7Cg/live…",,2018-10-20T10:58:31+00:00,0,32,88,-1
"VTuber最協決定戦始まります！
このチームにはホロライブ所属アキロゼさん、ちょこ先生がいます！
果たして勝ち残れるのか！
#アキびゅーわーるど",#アキびゅーわーるど,2018-10-20T10:53:19+00:00,0,12,74,-1
"はあとちゃんがスリル味わわせてくれるそうです！！
いつもスリル味わってます
#はあとch #VTuber",#はあとch #VTuber,2018-10-20T10:04:45+00:00,0,15,87,-1
"今日のシオンちゃんの13時半からの放送ですが、機材トラブルのため放送することが困難となり中止となります
楽しみにしていた方々申し訳ございません",,2018-10-20T05:28:52+00:00,0,22,96,-1
機材トラブルにより開始時間遅れております。もう少々お待ちください。,,2018-10-20T05:03:52+00:00,0,17,74,-1
"  〜本日（10/20）の配信予定〜
12:00〜 湊あくあ you
15:00〜 フブキ&まつり（外部コラボ） you
19:00〜 赤井はあと you
ロボ子&フブキ&あくあ&あやめ you
23:00〜 白上フブキ you
大空スバル you
24:00〜 癒月ちょこ you
        
#ホロジュール #VTuber",#ホロジュール #VTuber,2018-10-20T00:41:50+00:00,25,118,243,-1
"ロボ子さんと鞍馬つむぎさんとのPUBGデートです！
２人がドン勝食べるところ見に行きましょう
#ろぼつむ",#ろぼつむ,2018-10-19T15:27:10+00:00,0,16,45,-1
"アキロゼちゃんのお耳がとろける囁き配信始まりましたー！！
寝る前にこの配信を見てゆっくり寝ましょう
#アキびゅーわーるど #VTuber",#アキびゅーわーるど #VTuber,2018-10-19T15:03:10+00:00,0,5,38,-1
"まつりちゃんの心理テスト配信が始まりました！
この配信でまつりちゃんの色々が暴かれるかも…！？
#夏まつch #VTuber",#夏まつch #VTuber,2018-10-19T14:01:48+00:00,0,13,50,-1
"とうとうホロライブから犯罪者が…？バレなければセーフですよねセーフ！
#癒月診療所",#癒月診療所,2018-10-19T13:10:38+00:00,1,14,70,-1
"はあとちゃんの第2回打首Fridayが始まりました！
今回のゲストはホロライブ1期生、アキローゼンタールちゃんです！
みなさまお見逃しなく！
#打首Friday #VTuber",#打首Friday #VTuber,2018-10-19T12:08:44+00:00,0,7,46,-1
"ホロライブ幼稚園あらため卍組の配信はじまりました！！！マリオカートの勝者で組長を決めるそうです。みなさんは誰が組長になると思いますか？
#卍組",#卍組,2018-10-19T11:10:00+00:00,0,26,90,-1
今日の22時からのフブキちゃんの放送ですが、明日の23時開始へと変更となりましたのでよろしくお願いします,,2018-10-19T10:21:54+00:00,0,19,80,-1
"ロボ子さんのフォートナイト配信始まっていますー！
ペットと共に旅しましょう！
#ロボ子生放送 #VTuber",#ロボ子生放送 #VTuber,2018-10-19T09:16:20+00:00,0,11,45,-1
"そして「ときのそら」アマガイタロー先生描き下ろしB2タペストリーのサンプルも届きました！
こちらもとても可愛いです！

http://ebten.jp/newtype/1371/",,2018-10-19T07:50:51+00:00,1,132,435,-1
"ときのそらくじA賞のおるだん先生描き下ろし複製原画のサンプルが到着しました！
実物は想像以上に可愛いですね…！

https://echance.jp/kuji/tokinosora/…",,2018-10-19T07:17:27+00:00,0,121,419,-1
"  〜本日（10/19）の配信予定〜        
18:00〜 ロボ子さん ope
20:00〜 シオン&あやめ&あくあ you
21:00〜 赤井はあと&アキロゼ you
22:00〜 白上フブキ you
癒月ちょこ you
23:00〜 夏色まつり you
24:00〜 アキロゼ you
ロボ子さん（外部コラボ） you
#ホロジュール",#ホロジュール,2018-10-18T18:34:21+00:00,13,146,287,-1
"アキちゃんがホラゲ頑張るところ見ててあげましょう…！！
ほんとに怖がりなので音量注意ですよー！
#アキびゅーわーるど #VTuber",#アキびゅーわーるど #VTuber,2018-10-18T15:24:34+00:00,0,5,36,-1
"まつりちゃんのゲリラ雑談です！
久しぶりの雑談放送楽しみですね！
#夏まつch #VTuber",#夏まつch #VTuber,2018-10-18T14:01:20+00:00,0,12,50,-1
"ちょこ先生が犬山たまきさんのお家に家庭訪問して、お悩みバッチリ解決しちゃいます！！どんな内容のお悩みでも大丈夫です…？
#癒月診療所",#癒月診療所,2018-10-18T13:09:33+00:00,0,16,53,-1
"果たしてメルちゃんはカップルの危機を救えるのか…！？
メルちゃんは浮気の証拠を上手く隠せるのでしょうか！ 
フラれ回避始まります！
#メル生放送 #VTuber",#メル生放送 #VTuber,2018-10-18T12:02:43+00:00,0,12,49,-1
"ときのそら生放送始まりました！！
今日はなんとゲストとしてホロライブ1期生白上フブキちゃんが参加しています
２人の初共演お見逃しなく！
#ときのそら生放送 #VTuber",#ときのそら生放送 #VTuber,2018-10-18T11:06:47+00:00,0,34,119,-1
"ホロ学最強を決めるPUBG配信です！何があって学校から出てはいけない地獄にみなさん耐えられますか？視聴者参加型なのでみなさん是非！！！
#湊あくあ生放送",#湊あくあ生放送,2018-10-18T10:10:36+00:00,0,15,58,-1
"ギリギリでいつも生きてたいスバルちゃんが部活の闇を暴露していきます。覚悟はいいですか？
#生スバル",#生スバル,2018-10-18T09:07:41+00:00,1,7,51,-1
"  〜本日（10/18）の配信予定〜        

18:00〜 大空スバル you
19:00〜 湊あくあ you
20:00〜 ときのそら&白上フブキ you
21:00〜 夜空メル you
22:00〜 癒月ちょこ（外部コラボ） you
24:00〜 アキロゼ you

 #ホロジュール #VTuber",#ホロジュール #VTuber,2018-10-17T21:56:26+00:00,18,132,246,-1
"アキちゃんのMHW始まってまーす！
みなさんアキちゃんも一緒に狩りに行きましょうっ！
#アキびゅーわーるど #VTuber",#アキびゅーわーるど #VTuber,2018-10-17T14:21:08+00:00,0,11,46,-1
"ロボ子さんのバイノーラル配信始まりました！！
この配信に是非癒されにいきましょう
#ロボ子生放送 #VTuber",#ロボ子生放送 #VTuber,2018-10-17T13:11:48+00:00,0,11,46,-1
"ちょこ先生のちょっと◯ッチな課外授業です。なんですかねこの気分の高揚感は。
#癒月診療所",#癒月診療所,2018-10-17T13:05:07+00:00,5,28,89,-1
"ときのそらREALITY生放送始まりましたー！
皆さんの未練ツイートを紹介したりカラオケ文化の日にちなんだ企画をやっていきます！
#ときのそらREALITY #VTuber",#ときのそらREALITY #VTuber,2018-10-17T12:04:30+00:00,0,14,71,-1
"フブキちゃんの3Dお披露目放送始まりました！！
生まれ変わったフブキの体、是非ご覧ください！！！！
3Dきーつねっ！！(^・ω・^§)ﾉ
#フブキch #VTuber",#フブキch #VTuber,2018-10-17T11:02:37+00:00,1,48,120,-1
"DbDコラボ、はあとちゃんの枠からちょこ先生への枠へと変更になりました！
移動よろしくお願いします
#癒月診療所 #VTuber",#癒月診療所 #VTuber,2018-10-17T10:20:50+00:00,0,17,50,-1
"ちょこ先生がはあとちゃん、アキロゼさん、シオンちゃんにDbD講座してくれるそうです！！
初心者の3人は逃げ切れるのでしょうか…！
#はあとch #VTuber",#はあとch #VTuber,2018-10-17T10:09:10+00:00,0,12,49,-1
22時からはロボ子さんのASMR方法もありますので、是非ご覧ください！,,2018-10-17T08:09:31+00:00,0,22,76,-1
"  〜本日（10/17）の配信予定〜          

19:00〜 ちょこ&はあと&アキロゼ&シオン you
20:00〜 白上フブキ you
21:00〜 ときのそら rea
22:00〜 癒月ちょこ you
23:00〜 アキロゼ you

本日20時より白上フブキ3Dお披露目配信があるので是非ご覧下さい！",,2018-10-16T18:10:42+00:00,14,137,278,-1
"アキちゃんの放送始まりました！
お布団からゆるゆるバイノーラル配信です！
#アキびゅーわーるど #VTuber",#アキびゅーわーるど #VTuber,2018-10-16T15:03:20+00:00,0,11,54,-1
"まつりちゃんのお歌枠始まりました！！
90,000円のマイク、音質はどれほどのものなのでしょうか！確かめてみましょう
#夏まつch #VTuber",#夏まつch #VTuber,2018-10-16T14:02:33+00:00,0,13,70,-1
"百鬼あやめさんのお歌配信です！！！最近歌ってみたをあげたのでそちらも是非！
#百鬼あやめch",#百鬼あやめch,2018-10-16T13:08:32+00:00,0,6,57,-1
