content,tags,posted_time,replies,retweets,likes,views
"まつりちゃんとえーちゃんのつぐのひ実況です。彼女達生きて帰ってこれるんでしょうか…お墓経費で用意しておきますね…
#まつえーホラゲ",#まつえーホラゲ,2018-12-21T13:04:06+00:00,0,14,80,-1
"メルちゃんの視聴者参加型スマブラ配信です！途中でロボ子さんも参戦するとかしないとか…楽しみですね！
#メル生放送",#メル生放送,2018-12-21T12:08:36+00:00,0,10,43,-1
"ミオちゃんのドラクエ実況はじまりました！イケメンのカミュ君が仲間に加わってさらに冒険が面白くなります！！必見です！
#みおーんファミリー",#みおーんファミリー,2018-12-21T12:05:53+00:00,0,8,38,-1
"体験馬さんが体験版ドラクエビルダーズ2をやっていきます！言うな！！！！！って言われると何がなんでも言いたくなりますよね…
#紫咲シオン",#紫咲シオン,2018-12-21T11:08:44+00:00,0,5,69,-1
"はあとちゃんの日本に帰国してからのお話を聞きに行きましょう！家族会議の内容も赤裸々に…
#はあとch https://twitter.com/akaihaato/status/1076061282350948352…",#はあとch,2018-12-21T10:35:08+00:00,0,9,50,-1
"【大乱闘スマッシュブラザーズ SPECIAL】スマブラうらみっこなし！#だいさんじ杯【にじさんじゲーマーズ/椎名唯華】 https://youtu.be/k555ZswyCV4 
だいさんじ杯にホロライブからロボ子さんと湊あくあちゃんが参加しております！！！！
ピカV杯のような悲劇がまた起こってしまうのか・・・見物ですね！",#だいさんじ杯,2018-12-21T10:17:30+00:00,1,45,97,-1
"（訂正）
22:00〜癒月ちょこ（コラボ）you
23:30〜癒月ちょこyou
25:00〜癒月ちょこyou",,2018-12-21T06:17:17+00:00,0,31,69,-1
"シオンちゃんとロボ子さんのフォートナイトコラボです！果たしてビクロイとることが出来るのでしょうか！？
#紫咲シオン",#紫咲シオン,2018-12-21T05:23:49+00:00,0,12,55,-1
"  〜本日（12/21）の配信予定〜

12:00〜湊あくあyou
癒月ちょこyou
14:00〜紫咲シオン&ロボ子さんyou
19:00〜赤井はあとyou
ロボ子さんyou
湊あくあ（コラボ）you
20:00〜紫咲シオンyou
21:00〜大神ミオyou
22:00〜夏色まつり&友人A",,2018-12-20T19:48:55+00:00,9,113,260,-1
"あやめちゃんの歌枠です！可愛らしい歌声に癒されませんか？
#百鬼あやめch",#百鬼あやめch,2018-12-20T15:12:47+00:00,0,12,57,-1
"まつりちゃんの雑談枠です！クリスマスみなさん予定ありますか…？
#夏まつch",#夏まつch,2018-12-20T14:04:30+00:00,0,11,60,-1
"ホロライブの四人でフォートナイトやっていきます！今日は何回ビクロイが見れるんでしょうか！楽しみですね！
#フブキch",#フブキch,2018-12-20T12:17:20+00:00,0,17,80,-1
"今日も引き続き身体測定の時間がやって参りました…！今日の患者？獲物？はあにまーれの宗谷いちかさんです。無事に帰ることが出来るのでしょうか…
#癒月診療所",#癒月診療所,2018-12-20T12:11:38+00:00,0,10,55,-1
"明日のだいさんじ杯に向けて練習です！彼女の努力は報われるのか…乞うご期待！
#湊あくあ生放送",#湊あくあ生放送,2018-12-20T10:01:25+00:00,0,8,66,-1
"22:30〜癒月ちょこyou
23:00〜夜空メルyou
大神ミオyou
24:00〜百鬼あやめyou
25:00〜癒月ちょこyou",,2018-12-19T20:13:50+00:00,0,56,136,-1
"  〜本日（12/20）の配信予定〜        

12:00〜湊あくあyou
癒月ちょこyou
14:00〜ロボ子さんyou
19:00〜湊あくあyou
20:00〜ときのそらyou
21:00〜フブキ&ロボ子&ミオyou
癒月ちょこ（外部コラボ）you
22:00〜夏色まつりyou", ,2018-12-19T20:11:45+00:00,11,92,215,-1
"ちょこ先生のASMRです！これを聞かないと寝れないって人増えたんじゃないでしょうか…？
#癒月診療所",#癒月診療所,2018-12-19T15:34:32+00:00,0,8,56,-1
"あやめ嬢のスマブラ配信です！いつか卍組のスマブラ配信見たいですね…！
#百鬼あやめch",#百鬼あやめch,2018-12-19T14:14:12+00:00,0,11,59,-1
"最後のMAXENDを食していきます。まさかMAXENDがこんなにVtuberの間で流行るなんて…！ありがとうMAXEND!!!!!!
#フブキch",#フブキch,2018-12-19T13:09:25+00:00,0,15,76,-1
"今日の患者さんは、そらちゃんの親友のえーちゃんです！無事に帰ってこれるでしょうか…心配ですね
#癒月診療所",#癒月診療所,2018-12-19T12:05:10+00:00,1,18,125,-1
"起きててえらいぞシオンちゃんの雑談枠です。今日はどんな話をしてくれるのでしょうか？楽しみですね！
#紫咲シオン",#紫咲シオン,2018-12-19T11:06:59+00:00,0,12,73,-1
"ラグがない今怖いものは何もない！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！あとは自分との戦いだ...!!!!!!!!己に打ち勝つのじゃ湊あくあ..........................!
#湊あくあ生放送",#湊あくあ生放送,2018-12-19T10:07:01+00:00,0,12,68,-1
"  〜本日(12/19)の配信予定〜

12:00〜湊あくあyo
ロボ子さんyo
14:00〜紫咲シオンyo
19:00〜湊あくあyo
20:00〜紫咲シオンyo
21:00〜癒月ちょこ&友人Ayo
白上フブキop
22:00〜百鬼あやめyo
23:00〜癒月ちょこ",,2018-12-18T19:21:21+00:00,15,120,262,-1
"廃坑を探検していきます！次はまつりちゃんの枠にシオンちゃんがお邪魔してます！本当に仲良いですね
#夏まつch",#夏まつch,2018-12-18T13:55:48+00:00,0,11,68,-1
"SIREN15周年おめでとうございます　それにしてもフブキちゃん驚きませんね…特殊な訓練受けてるのでしょうか
#フブキch",#フブキch,2018-12-18T13:05:22+00:00,0,10,67,-1
"あやめちゃんの枠にミオちゃんとスバルちゃんがゲストとしてお邪魔してます！果たしてこの三人が集まったときどんな化学反応が起こるのか…楽しみですね！
#ホロライ部",#ホロライ部,2018-12-18T12:06:13+00:00,0,7,46,-1
"シオンちゃんがフォートナイトをやっていきます！今日は生首のゲストがいるらしいです
#紫咲シオン",#紫咲シオン,2018-12-18T12:02:47+00:00,0,7,42,-1
"あくあちゃんがマリオブラザース3をやっていきます！！！！なんだか懐かしい気持ちになりまね
#湊あくあ生放送",#湊あくあ生放送,2018-12-18T11:02:37+00:00,0,9,51,-1
"  〜本日（12/18）の配信予定（訂正）〜

12:00〜ロボ子さんyou
14:00〜紫咲シオンyou
20:00〜湊あくあyou
21:00〜紫咲シオンyou
百鬼あやめyou
22:00〜白上フブキyou
23:00〜夏色まつりyou
大神ミオyou
ロボ子さん",,2018-12-17T23:38:54+00:00,7,102,273,-1
"  〜本日（12/18）の配信予定〜

12:00〜ロボ子さんyou
14:00〜紫咲シオンyou
20:00〜湊あくあyou
21:00〜紫咲シオンyou
22:00〜白上フブキyou
23:00〜夏色まつりyou
大神ミオyou
ロボ子さん（外部コラボ）you",,2018-12-17T18:42:19+00:00,16,99,223,-1
"ミオちゃんのドラクエ実況part3です！デルカダールから進めていきますよ！これからどうなるのか楽しみですね！
#みおーんファミリー",#みおーんファミリー,2018-12-17T13:41:57+00:00,0,6,45,-1
"今日の患者さんはにじさんじの飛鳥ひなさんです！もうこのまま全女性Vtuberとコラボしてしまうのでしょうか…？
#癒月診療所 　#ひなちょこリク",#癒月診療所 #ひなちょこリク,2018-12-17T13:14:19+00:00,0,14,57,-1
"フブキちゃんのエスコン実況はじまりました！
一流Vtuberの一流実況が今、はじまります？
#フブキch",#フブキch,2018-12-17T13:08:05+00:00,0,7,53,-1
"ロボ子さんの今年最後のソロ配信です！果たして手錠スペシャルとはなんなんでしょうか！気になりますね！
#ロボ子生放送",#ロボ子生放送,2018-12-17T12:04:53+00:00,0,9,45,-1
"清楚？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
#湊あくあ生放送",#湊あくあ生放送,2018-12-17T12:03:54+00:00,4,42,144,-1
"フブキちゃんが、ふぇありすさん主催のスマブラ大会に出場します！
ぽんぽこさん、もちひよこちゃんと同じチームなので応援お願いしますね
#VTuberスマブラ大合戦",#VTuberスマブラ大合戦,2018-12-17T11:12:21+00:00,0,15,54,-1
"Vtuberにとって元年といってもいい2018年を振り返っていきます！みなさんはどんなことが思い出に残ってますか？
#まったり忘年会",#まったり忘年会,2018-12-17T11:06:57+00:00,0,12,66,-1
"ときのそら×銀河アリスのARライブ「TUBEOUT!」生放送、始まりました！
https://live.line.me/channels/73/broadcast/10151862…
#チューバウト",#チューバウト,2018-12-17T10:33:09+00:00,0,19,65,-1
"悪戯好きのシオンちゃんとミオちゃんがホロライブ鯖をあんなことに！？！？これは視聴者さんに咎めて貰わないといけませんね！
#シオミオコラボ",#シオミオコラボ,2018-12-17T10:06:23+00:00,0,10,63,-1
"LINE LIVEの配信URLはこちらです。
https://live.line.me/channels/73/upcoming/10074815…",,2018-12-17T07:25:39+00:00,0,54,132,-1
"22:30〜大神ミオyou
23:00〜百鬼あやめyou
23:30〜癒月ちょこyou
24:30〜癒月ちょこyou",,2018-12-16T19:55:58+00:00,0,60,140,-1
"  〜本日（12/17）の配信予定〜

12:00〜赤井はあとyou
14:00〜紫咲シオンyou
19:00〜シオン&ミオyou
20:00〜白上フブキ(外部コラボ)you
夏色まつり(外部コラボ)you
21:00〜湊あくあyou
ロボ子さんyou
22:00〜白上フブキyou
癒月ちょこ",,2018-12-16T19:54:18+00:00,15,116,308,-1
"を信じるあやめ嬢の雑談配信です！は正義ですよ！正義！
#百鬼あやめch",#百鬼あやめch,2018-12-16T14:13:53+00:00,0,10,62,-1
"ホロライブニュースの時間です！この配信を押さえておけば君もホロライブマスターに？？？
#癒月診療所",#癒月診療所,2018-12-16T14:04:04+00:00,0,12,43,-1
"ミオちゃん登録者数10000おめでとうございますと言うことでフォートナイトをやっていきます！
#みおーんファミリー",#みおーんファミリー,2018-12-16T13:07:21+00:00,1,23,149,-1
"はじまりました。ホロライブ格付けチェック……！果たして誰が一流Vtuberなのか……はたまた三流Vtuberは誰なのか目が離せません！
#ホロ格チェ",#ホロ格チェ,2018-12-16T12:09:11+00:00,0,16,76,-1
"逆にオギャる方な気がしますが…
犬山たまきさんとコラボです！ホロライブからはちょこ先生とあくあちゃんが出演しています！
#湊あくあ　#癒月ちょこ",#湊あくあ #癒月ちょこ,2018-12-16T10:25:45+00:00,0,17,81,-1
"努力は自分を裏切らない……！彼女がVIPに到達するのもそう遠くないのかも知れませんね……
#湊あくあ生放送",#湊あくあ生放送,2018-12-16T03:17:31+00:00,0,17,85,-1
24:00〜 癒月ちょこ&ロボ子さんyou,,2018-12-15T20:26:06+00:00,0,50,106,-1
"  〜本日（12/16）の配信予定〜

12:00〜 湊あくあyou
16:00〜百鬼あやめyou
19:00〜湊あくあ（外部コラボ）you
癒月ちょこ（外部コラボ）you
21:00〜まつり&フブキ&メル&あやめ&スバルyou
22:00〜大神ミオyou
23:00〜百鬼あやめyou
癒月ちょこyou",,2018-12-15T20:25:18+00:00,10,112,252,-1
"人間は負けを経験して学ぶのだ……
強くなれ湊あくあ……
#湊あくあ生放送",#湊あくあ生放送,2018-12-15T13:13:54+00:00,0,18,105,-1
"ロボ子さんが大乱闘をやっていきます！きたる日のために修行の毎日です！！！
#ロボ子生放送",#ロボ子生放送,2018-12-15T13:11:59+00:00,0,10,43,-1
"トレジャーハンターシオンの物語が今始まる…彼女がとんでもない試練に立ち向かうことになるなんて誰も知るよしもなかった……
#紫咲シオン",#紫咲シオン,2018-12-15T12:04:47+00:00,0,13,53,-1
"またもやメンバーの浮気が発覚！？！？！？そんなことするわけないですよね…ですよね？
#癒月診療所",#癒月診療所,2018-12-15T10:34:55+00:00,0,13,85,-1
"明日12月16日21時からです！！
お楽しみに！",,2018-12-15T07:44:19+00:00,0,21,94,-1
"あやめちゃんのPUBGはじまりました！！！！果たして初めてのソロドン勝達成なるのか…見物ですね！
#百鬼あやめch",#百鬼あやめch,2018-12-15T07:09:39+00:00,0,7,45,-1
"ミオちゃんのゲリラマイクラの時間です。
ミオちゃんの喋り方ってなにか癒されますよね…
#みおーんファミリー",#みおーんファミリー,2018-12-15T06:56:32+00:00,2,15,102,-1
"フブキちゃんのエスコン5実況はじまりました！BGM問題も解決して万全の体制です！　
#フブキch",#フブキch,2018-12-15T06:47:31+00:00,0,6,41,-1
"紫咲シオン【https://youtube.com/watch?v=7G1hSXQ6UkU…】
癒月ちょこ【https://youtube.com/watch?v=hLGD-cH4Xn4…】
大空スバル【https://youtube.com/watch?v=b5GzKRh4Szc…】",,2018-12-15T03:50:24+00:00,0,20,50,-1
"ロボ子さん【https://youtube.com/watch?v=iCsFaCVkFRo…】
白上フブキ【https://youtube.com/watch?v=VLjkwLBcMpg…】
夏色まつり【https://youtube.com/watch?v=_6JkC4GHZAA…】
大神ミオ【https://youtube.com/watch?v=1TmCqwW6p-U…】
湊あくあ【https://youtube.com/watch?v=g84Dik4abOQ…】",,2018-12-15T03:50:24+00:00,1,19,45,-1
