content,tags,posted_time,replies,retweets,likes,views
"1月1日水曜日
あけましておめでとうございます！ #あけおめホロライブ です。

ホロライブプロダクションおみくじを作ってみました。ぜひスクショして引いてみてください。

運勢が悪かった人は...hololive 1st fes. 『ノンストップ・ストーリー』のネット視聴チケット購入をオススメします",#あけおめホロライブ,2019-12-31T22:50:07+00:00,362,3578,8219,-1
"【謹 賀 新 年】
あけましておめでとうございます

怒涛の勢いで駆け抜けた2019年でしたが、
2020年も「とまらない」勢いで盛り上げて参ります

社員一同、タレントの皆様の支えとなりながら進んで参りますので、本年も「#ホロライブプロダクション」の応援、何卒よろしくお願い申し上げます",#ホロライブプロダクション,2019-12-31T16:48:57+00:00,319,2231,7012,-1
"最後の地獄がはじまりました

24:30～26:00
holo 大喜利 GRAND PRIX　#ゆくホロくるホロ
https://youtu.be/3wMWjEct8Hw

出演者：白上フブキ, 宝鐘マリン, 大空スバル, 湊あくあ",#ゆくホロくるホロ,2019-12-31T15:39:55+00:00,6,462,1333,-1
"1月1日水曜日
あけましておめでとうございます！ #あけおめホロライブ です。

ホロライブプロダクションおみくじを作ってみました。ぜひスクショして引いてみてください。

運勢が悪かった人は...hololive 1st fes. 『ノンストップ・ストーリー』のネット視聴チケット購入をオススメします",#あけおめホロライブ,2019-12-31T22:50:07+00:00,362,3578,8219,-1
"次のコーナーはじまりました

23:00～24:30
ゆくホロくるホロ～ホロ晦日年越しカウントダウン～　#ゆくホロくるホロ
https://youtu.be/3wMWjEct8Hw

星街すいせい、まったりゆったり裏実況中！　#2019年最後にすいちゃんへ届け
https://youtu.be/cy0Sbz_jqjY",#ゆくホロくるホロ #2019年最後にすいちゃんへ届け,2019-12-31T14:10:23+00:00,2,348,986,-1
"次のコーナーはじまりました

21:30～23:00
ホロライブ格付けチェック　#ゆくホロくるホロ
https://youtu.be/3wMWjEct8Hw

星街すいせい、まったりゆったり裏実況中！　#2019年最後にすいちゃんへ届け
https://youtu.be/cy0Sbz_jqjY",#ゆくホロくるホロ #2019年最後にすいちゃんへ届け,2019-12-31T12:46:15+00:00,1,378,1046,-1
"【お知らせ】
2020年1月1日から1月2日にかけて、「ホロライブ」所属タレントの新衣装を大公開　お披露目リレー配信については、それぞれのYouTubeチャンネルにて順次実施いたします。

詳細はコチラ
https://prtimes.jp/main/html/rd/p/000000198.000030268.html…

#ホロライブプロダクション",#ホロライブプロダクション,2019-12-31T11:30:23+00:00,7,890,1948,-1
"次のコーナーはじまりました

20:00～21:30
第1回ホロライブ撮れ高大賞 受賞式　#ゆくホロくるホロ
https://youtu.be/3wMWjEct8Hw

星街すいせい、まったりゆったり裏実況中！　#2019年最後にすいちゃんへ届け
https://youtu.be/cy0Sbz_jqjY",#ゆくホロくるホロ #2019年最後にすいちゃんへ届け,2019-12-31T11:14:45+00:00,1,285,699,-1
"ホロライブプロダクションからお願い
ホロライブ・ホロスターズ・イノナカミュージック・ホロライブ中国あわせて40名になりました！

気になるタレントがいましたらチャンネル登録をお願い致します！

あなたの1登録がタレントの励みになります！！

所属タレント一覧
https://hololive.tv/member",,2019-12-31T10:56:34+00:00,6,720,1698,-1
"ホロライブ新規も古参も楽しめる
『ホロライブの1年を振り返ってみよう』始まりました

年末ホロライブ　～ゆくホロくるホロ～【#ゆくホロくるホロ】 
https://youtu.be/3wMWjEct8Hw

年末ホロライブ6時間裏実況!!!【星街すいせい】 
https://youtu.be/cy0Sbz_jqjY

#2019年最後にすいちゃんへ届け",#ゆくホロくるホロ #2019年最後にすいちゃんへ届け,2019-12-31T09:28:08+00:00,1,503,1335,-1
"コミックマーケット97お疲れ様でした　ホロライブブースにお越しいただいた皆様、誠にありがとうございました　事後通販につきましては、追ってご連絡させていただきます。

来年度も #とまらないホロライブ を何卒よろしくお願い申し上げます。

#C97
#ホロライブプロダクション",#とまらないホロライブ #C97 #ホロライブプロダクション,2019-12-31T09:11:39+00:00,49,256,1134,-1
"18:00からはじまります

26:00まで！ホロライブづくしの大晦日！！

年末ホロライブ　～ゆくホロくるホロ～【#ゆくホロくるホロ】 
https://youtu.be/3wMWjEct8Hw

星街すいせいch.では裏実況も！？ 
『年末ホロライブ6時間裏実況!!!』
https://youtube.com/watch?v=cy0Sbz_jqjY…",#ゆくホロくるホロ,2019-12-31T08:43:09+00:00,6,731,1310,-1
"お待たせしております。14:30からの配信は、10分遅れて14:40から #C97 ホロライブブースにて、会場限定配信
「 ホロライブの冬コミラヂオ 」をお届けいたします

出演VTuberは「夏色まつり」「紫咲シオン」でお送りいたします！

応援は「#ホロコミラヂオ」でツイートください",#C97 #ホロコミラヂオ,2019-12-31T05:16:00+00:00,0,217,882,-1
"ホロライブブースに、
コスプレイヤーのいるきちさん（#猫又おかゆ）るるしさん（#戌神ころね）格さん（#兎田ぺこら）SHINOAさん（#潤羽るしあ）にお越しいただきました！

#C97
#C97コスプレ
#ホロライブプロダクション",#猫又おかゆ #戌神ころね #兎田ぺこら #潤羽るしあ #C97 #C97コスプレ #ホロライブプロダクション,2019-12-31T04:56:39+00:00,0,237,886,-1
"【ホロライブ #C97 速報】
無料配布しておりました「ホロライブあったけぇカイロ」は、持ち込み分すべて完全配布いたしました。お楽しみにしていたお客様には大変申し訳ございませんが、ご了承くださいませ。

#とまらないホロライブ",#C97 #とまらないホロライブ,2019-12-31T03:44:21+00:00,0,172,881,-1
"12:30から #C97 ホロライブブースにて、会場限定配信
「 ホロライブの冬コミラヂオ 」をお届け

出演VTuberは「白銀ノエル」「宝鐘マリン」でお送りいたします！

応援は「#ホロコミラヂオ」でツイートください",#C97 #ホロコミラヂオ,2019-12-31T03:16:25+00:00,0,149,568,-1
"【ホロライブ #C97 速報】
「HOLOEARTH CHRONICLES」全日分完売いたしました。お楽しみにしていたお客様には誠に申し訳ございません。

事後通販につきましては、追って詳細を発表いたしますので、今しばらくお待ちくださいませ。

#ホロアース
#とまらないホロライブ",#C97 #ホロアース #とまらないホロライブ,2019-12-31T01:53:34+00:00,16,252,848,-1
"【ホロライブ #C97 速報】
「ノンストップフルセット」全日分は完売いたしました。お楽しみにしていたお客様には誠に申し訳ございません。

事後通販につきましては、追って詳細を発表いたしますので、今しばらくお待ちくださいませ。

#とまらないホロライブ",#C97 #とまらないホロライブ,2019-12-31T01:25:23+00:00,57,399,1199,-1
"本日は #C97 最終日です
フルセットも若干数在庫がございます。本日も会場限定配信「 ホロライブの冬コミラヂオ 」をお届け

＜予定スケジュール＞
12:30～13:30 白銀ノエル・宝鐘マリン
14:30～15:30 夏色まつり・紫咲シオン

感想等は「#ホロコミラヂオ」でツイート　ぜひホロライブブースへ",#C97 #ホロコミラヂオ,2019-12-31T00:50:04+00:00,1,324,1125,-1
"【 #C97 最終日参加のお客様へ　#02】
本不良品は、良品との交換対応を受け付けております。
ご希望のお客様は、カウンターにて配布している資料をご参考いただくか、制作会社問い合わせメールよりご確認をお願い申し上げます。

＜問い合わせ先＞
support@kanbi.co.jp

#ホロライブプロダクション",#C97 #ホロライブプロダクション,2019-12-31T00:43:11+00:00,0,52,222,-1
