title,publishedDate,tags,views,likes,comments
【最新アプデ】プロフィール情報更新！【#改訂プロフ案】,2023-05-08,"['プロフィール', 'プロフ案', 'プロフィール帳', '焼肉', '一攫千金', 'なんこつ', 'パッション', 'イングリッシュ', 'hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '白上フブキ', '常闇トワ', '友人A', 'Shirakami Fubuki', 'Tokoyami Towa', 'Friend-A']",312754,13206,315
【最新アプデ】プロフィール情報更新！【#改訂プロフ案】,2023-05-08,"['プロフィール', 'プロフ案', 'プロフィール帳', '焼肉', '一攫千金', 'なんこつ', 'パッション', 'イングリッシュ', 'hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '白上フブキ', '常闇トワ', '友人A', 'Shirakami Fubuki', 'Tokoyami Towa', 'Friend-A']",312754,13206,315
【最新アプデ】プロフィール情報更新！【#改訂プロフ案】,2023-05-08,"['プロフィール', 'プロフ案', 'プロフィール帳', '焼肉', '一攫千金', 'なんこつ', 'パッション', 'イングリッシュ', 'hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '白上フブキ', '常闇トワ', '友人A', 'Shirakami Fubuki', 'Tokoyami Towa', 'Friend-A']",312754,13206,315
【クロえーコラボ】UMI QUIZで海の幸ゲット！？【#うみシーでっかいどー】,2023-05-02,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '沙花叉クロヱ']",173983,8544,77
【クロえーコラボ】UMI QUIZで海の幸ゲット！？【#うみシーでっかいどー】,2023-05-02,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '沙花叉クロヱ']",173983,8544,77
【最強決定戦】即席カードデッキで激突！目指せチャンピオン！【#ホロカスタジアム】,2023-05-01,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '雪花ラミィ', 'holoX', 'カード', 'ホロカ', 'カードバトル', 'スタジアム', '風真いろは', '白銀ノエル', '友人A']",277006,10927,398
【お悩み解決】ライブに向けてねぽらぼが悩みを解決するそうです【#ねぽらぼに願いを】,2023-04-30,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '雪花ラミィ', '桃鈴ねね', '獅白ぼたん', '尾丸ポルカ', 'ライブ', '5期生', 'ねぽらぼ']",228038,14935,72
"hololive 5th Generation Live ""Twinkle 4 You"" Teaser movie",2023-04-30,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'ねぽらぼ', 'Twinkle 4 You', 'T4U', '桃鈴ねね', '雪花ラミィ', '尾丸ポルカ', '獅白ぼたん']",61847,5654,129
"hololive 5th Generation Live ""Twinkle 4 You"" Teaser movie",2023-04-30,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'ねぽらぼ', 'Twinkle 4 You', 'T4U', '桃鈴ねね', '雪花ラミィ', '尾丸ポルカ', '獅白ぼたん']",61847,5654,129
"hololive 5th Generation Live ""Twinkle 4 You"" Teaser movie",2023-04-30,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'ねぽらぼ', 'Twinkle 4 You', 'T4U', '桃鈴ねね', '雪花ラミィ', '尾丸ポルカ', '獅白ぼたん']",61847,5654,129
【重大告知】ホロライブシティってなんだ？【#ホロライブシティ】,2023-04-28,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'さくらみこ', '夏色まつり', '大空スバル', 'ホロライブシティ']",282984,15160,180
【重大告知】ホロライブシティってなんだ？【#ホロライブシティ】,2023-04-28,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'さくらみこ', '夏色まつり', '大空スバル', 'ホロライブシティ']",282984,15160,180
【ホロのこしかけ 22】新年度進捗どうですか？あのゲームが今アツいらしい🔥/4月まとめ【友人A・えーちゃん】hololive FM,2023-04-27,"['ホロのこしかけ', 'ホロライブ', 'hololiveFM', '友人A', 'えーちゃん', 'ホロライブ公式', '公式チャンネル', 'ホロ公式', 'ホロライブのこしかけラジオ']",78490,5814,21
【ホロのこしかけ 22】新年度進捗どうですか？あのゲームが今アツいらしい🔥/4月まとめ【友人A・えーちゃん】hololive FM,2023-04-27,"['ホロのこしかけ', 'ホロライブ', 'hololiveFM', '友人A', 'えーちゃん', 'ホロライブ公式', '公式チャンネル', 'ホロ公式', 'ホロライブのこしかけラジオ']",78490,5814,21
【ホロのこしかけ 22】新年度進捗どうですか？あのゲームが今アツいらしい🔥/4月まとめ【友人A・えーちゃん】hololive FM,2023-04-27,"['ホロのこしかけ', 'ホロライブ', 'hololiveFM', '友人A', 'えーちゃん', 'ホロライブ公式', '公式チャンネル', 'ホロ公式', 'ホロライブのこしかけラジオ']",78490,5814,21
【ホロのこしかけ 22】新年度進捗どうですか？あのゲームが今アツいらしい🔥/4月まとめ【友人A・えーちゃん】hololive FM,2023-04-27,"['ホロのこしかけ', 'ホロライブ', 'hololiveFM', '友人A', 'えーちゃん', 'ホロライブ公式', '公式チャンネル', 'ホロ公式', 'ホロライブのこしかけラジオ']",78490,5814,21
【ホロのこしかけ 22】新年度進捗どうですか？あのゲームが今アツいらしい🔥/4月まとめ【友人A・えーちゃん】hololive FM,2023-04-27,"['ホロのこしかけ', 'ホロライブ', 'hololiveFM', '友人A', 'えーちゃん', 'ホロライブ公式', '公式チャンネル', 'ホロ公式', 'ホロライブのこしかけラジオ']",78490,5814,21
【無茶振り】変な台本で収録したらどうなるのか検証【#ホロMC塾】,2023-04-24,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '白上フブキ', '風真いろは', '雪花ラミィ', '白銀ノエル', '台本', 'MC', '検証', '変', 'ドッキリ', 'holoX']",471195,16912,466
【無茶振り】変な台本で収録したらどうなるのか検証【#ホロMC塾】,2023-04-24,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '白上フブキ', '風真いろは', '雪花ラミィ', '白銀ノエル', '台本', 'MC', '検証', '変', 'ドッキリ', 'holoX']",471195,16912,466
【無茶振り】変な台本で収録したらどうなるのか検証【#ホロMC塾】,2023-04-24,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '白上フブキ', '風真いろは', '雪花ラミィ', '白銀ノエル', '台本', 'MC', '検証', '変', 'ドッキリ', 'holoX']",471195,16912,466
【200曲】hololive Medley mix by Batsu 【ホロライブオリジナル楽曲】,2023-04-22,"['hololive', 'ホロライブ']",1147791,52787,884
【LIVE同時視聴】DECO*27さんの才能光る！最高なholo*27 stageをもう一度【#holo27】,2023-04-21,"['holo27', 'DECO*27', 'hololive', 'ひろがるホロライブ', '同時視聴', 'watchalong', 'Our Bright Parade']",105577,7378,27
【LIVE同時視聴】DECO*27さんの才能光る！最高なholo*27 stageをもう一度【#holo27】,2023-04-21,"['holo27', 'DECO*27', 'hololive', 'ひろがるホロライブ', '同時視聴', 'watchalong', 'Our Bright Parade']",105577,7378,27
【LIVE同時視聴】DECO*27さんの才能光る！最高なholo*27 stageをもう一度【#holo27】,2023-04-21,"['holo27', 'DECO*27', 'hololive', 'ひろがるホロライブ', '同時視聴', 'watchalong', 'Our Bright Parade']",105577,7378,27
【LIVE同時視聴】DECO*27さんの才能光る！最高なholo*27 stageをもう一度【#holo27】,2023-04-21,"['holo27', 'DECO*27', 'hololive', 'ひろがるホロライブ', '同時視聴', 'watchalong', 'Our Bright Parade']",105577,7378,27
【LIVE同時視聴】DECO*27さんの才能光る！最高なholo*27 stageをもう一度【#holo27】,2023-04-21,"['holo27', 'DECO*27', 'hololive', 'ひろがるホロライブ', '同時視聴', 'watchalong', 'Our Bright Parade']",105577,7378,27
【LIVE同時視聴】DECO*27さんの才能光る！最高なholo*27 stageをもう一度【#holo27】,2023-04-21,"['holo27', 'DECO*27', 'hololive', 'ひろがるホロライブ', '同時視聴', 'watchalong', 'Our Bright Parade']",105577,7378,27
【ブチアゲ】カオス！テンションを操作して限界突破！【#テンションダイヤル】,2023-04-17,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夏色まつり', 'Natsuiro Matsuri', 'Shiranui Flare', '不知火フレア', '友人A', 'Friend-A', 'パーソナル', 'グラフ', '円グラフ', '花の蜜', 'スパチャ', '星川サラ', 'にじさんじ']",183722,14173,522
【ブチアゲ】カオス！テンションを操作して限界突破！【#テンションダイヤル】,2023-04-17,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夏色まつり', 'Natsuiro Matsuri', 'Shiranui Flare', '不知火フレア', '友人A', 'Friend-A', 'パーソナル', 'グラフ', '円グラフ', '花の蜜', 'スパチャ', '星川サラ', 'にじさんじ']",183722,14173,522
【ブチアゲ】カオス！テンションを操作して限界突破！【#テンションダイヤル】,2023-04-17,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夏色まつり', 'Natsuiro Matsuri', 'Shiranui Flare', '不知火フレア', '友人A', 'Friend-A', 'パーソナル', 'グラフ', '円グラフ', '花の蜜', 'スパチャ', '星川サラ', 'にじさんじ']",183722,14173,522
【ブチアゲ】カオス！テンションを操作して限界突破！【#テンションダイヤル】,2023-04-17,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夏色まつり', 'Natsuiro Matsuri', 'Shiranui Flare', '不知火フレア', '友人A', 'Friend-A', 'パーソナル', 'グラフ', '円グラフ', '花の蜜', 'スパチャ', '星川サラ', 'にじさんじ']",183722,14173,522
【ブチアゲ】カオス！テンションを操作して限界突破！【#テンションダイヤル】,2023-04-17,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夏色まつり', 'Natsuiro Matsuri', 'Shiranui Flare', '不知火フレア', '友人A', 'Friend-A', 'パーソナル', 'グラフ', '円グラフ', '花の蜜', 'スパチャ', '星川サラ', 'にじさんじ']",183722,14173,522
【ブチアゲ】カオス！テンションを操作して限界突破！【#テンションダイヤル】,2023-04-17,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夏色まつり', 'Natsuiro Matsuri', 'Shiranui Flare', '不知火フレア', '友人A', 'Friend-A', 'パーソナル', 'グラフ', '円グラフ', '花の蜜', 'スパチャ', '星川サラ', 'にじさんじ']",183722,14173,522
【ブチアゲ】カオス！テンションを操作して限界突破！【#テンションダイヤル】,2023-04-17,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夏色まつり', 'Natsuiro Matsuri', 'Shiranui Flare', '不知火フレア', '友人A', 'Friend-A', 'パーソナル', 'グラフ', '円グラフ', '花の蜜', 'スパチャ', '星川サラ', 'にじさんじ']",183722,14173,522
【ブチアゲ】カオス！テンションを操作して限界突破！【#テンションダイヤル】,2023-04-17,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夏色まつり', 'Natsuiro Matsuri', 'Shiranui Flare', '不知火フレア', '友人A', 'Friend-A', 'パーソナル', 'グラフ', '円グラフ', '花の蜜', 'スパチャ', '星川サラ', 'にじさんじ']",183722,14173,522
【モロバレ】私生活をグラフで暴く！【#パーソナルグラフ】,2023-04-10,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夏色まつり', 'Natsuiro Matsuri', 'Shiranui Flare', '不知火フレア', '友人A', 'Friend-A', 'パーソナル', 'グラフ', '円グラフ', '花の蜜', 'スパチャ', '星川サラ', 'にじさんじ']",247866,12299,394
【モロバレ】私生活をグラフで暴く！【#パーソナルグラフ】,2023-04-10,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夏色まつり', 'Natsuiro Matsuri', 'Shiranui Flare', '不知火フレア', '友人A', 'Friend-A', 'パーソナル', 'グラフ', '円グラフ', '花の蜜', 'スパチャ', '星川サラ', 'にじさんじ']",247866,12299,394
【モロバレ】私生活をグラフで暴く！【#パーソナルグラフ】,2023-04-10,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夏色まつり', 'Natsuiro Matsuri', 'Shiranui Flare', '不知火フレア', '友人A', 'Friend-A', 'パーソナル', 'グラフ', '円グラフ', '花の蜜', 'スパチャ', '星川サラ', 'にじさんじ']",247866,12299,394
【モロバレ】私生活をグラフで暴く！【#パーソナルグラフ】,2023-04-10,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夏色まつり', 'Natsuiro Matsuri', 'Shiranui Flare', '不知火フレア', '友人A', 'Friend-A', 'パーソナル', 'グラフ', '円グラフ', '花の蜜', 'スパチャ', '星川サラ', 'にじさんじ']",247866,12299,394
【モロバレ】私生活をグラフで暴く！【#パーソナルグラフ】,2023-04-10,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夏色まつり', 'Natsuiro Matsuri', 'Shiranui Flare', '不知火フレア', '友人A', 'Friend-A', 'パーソナル', 'グラフ', '円グラフ', '花の蜜', 'スパチャ', '星川サラ', 'にじさんじ']",247866,12299,394
【モロバレ】私生活をグラフで暴く！【#パーソナルグラフ】,2023-04-10,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夏色まつり', 'Natsuiro Matsuri', 'Shiranui Flare', '不知火フレア', '友人A', 'Friend-A', 'パーソナル', 'グラフ', '円グラフ', '花の蜜', 'スパチャ', '星川サラ', 'にじさんじ']",247866,12299,394
【モロバレ】私生活をグラフで暴く！【#パーソナルグラフ】,2023-04-10,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夏色まつり', 'Natsuiro Matsuri', 'Shiranui Flare', '不知火フレア', '友人A', 'Friend-A', 'パーソナル', 'グラフ', '円グラフ', '花の蜜', 'スパチャ', '星川サラ', 'にじさんじ']",247866,12299,394
【エイプリルフール】ギロチン＋ウソつきJOKERの恐怖！【#ギロチンクイズ】,2023-04-01,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'ギロチン', 'クイズ', 'ホラー', '恐怖', 'ジョーカー', 'JOKER', '人狼', 'holoX', 'エイプリルフール', 'ウソ', '嘘']",229380,13167,485
【エイプリルフール】ギロチン＋ウソつきJOKERの恐怖！【#ギロチンクイズ】,2023-04-01,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'ギロチン', 'クイズ', 'ホラー', '恐怖', 'ジョーカー', 'JOKER', '人狼', 'holoX', 'エイプリルフール', 'ウソ', '嘘']",229380,13167,485
【エイプリルフール】ギロチン＋ウソつきJOKERの恐怖！【#ギロチンクイズ】,2023-04-01,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'ギロチン', 'クイズ', 'ホラー', '恐怖', 'ジョーカー', 'JOKER', '人狼', 'holoX', 'エイプリルフール', 'ウソ', '嘘']",229380,13167,485
【エイプリルフール】ギロチン＋ウソつきJOKERの恐怖！【#ギロチンクイズ】,2023-04-01,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'ギロチン', 'クイズ', 'ホラー', '恐怖', 'ジョーカー', 'JOKER', '人狼', 'holoX', 'エイプリルフール', 'ウソ', '嘘']",229380,13167,485
【エイプリルフール】ギロチン＋ウソつきJOKERの恐怖！【#ギロチンクイズ】,2023-04-01,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'ギロチン', 'クイズ', 'ホラー', '恐怖', 'ジョーカー', 'JOKER', '人狼', 'holoX', 'エイプリルフール', 'ウソ', '嘘']",229380,13167,485
【エイプリルフール】ギロチン＋ウソつきJOKERの恐怖！【#ギロチンクイズ】,2023-04-01,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'ギロチン', 'クイズ', 'ホラー', '恐怖', 'ジョーカー', 'JOKER', '人狼', 'holoX', 'エイプリルフール', 'ウソ', '嘘']",229380,13167,485
【新発見】これが…私の新しい姿…！？【#改訂プロフ案】,2023-03-27,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夏色まつり', 'Natsuiro Matsuri', '不知火フレア', 'Shiranui Flare', 'プロフィール', 'プロフ案', 'プロフィール帳', 'フェチ', 'ロリ', '案件']",194354,10184,250
【新発見】これが…私の新しい姿…！？【#改訂プロフ案】,2023-03-27,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '夏色まつり', 'Natsuiro Matsuri', '不知火フレア', 'Shiranui Flare', 'プロフィール', 'プロフ案', 'プロフィール帳', 'フェチ', 'ロリ', '案件']",194354,10184,250
【チラ見せあり】感謝のEXPO＆4th fes. 振り返り！【#ひろがるホロライブ】,2023-03-25,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '雪花ラミィ', '風真いろは', 'EXPO', 'fes', 'ライブ', 'エキスポ', 'フェス']",234013,14412,95
【チラ見せあり】感謝のEXPO＆4th fes. 振り返り！【#ひろがるホロライブ】,2023-03-25,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '雪花ラミィ', '風真いろは', 'EXPO', 'fes', 'ライブ', 'エキスポ', 'フェス']",234013,14412,95
【チラ見せあり】感謝のEXPO＆4th fes. 振り返り！【#ひろがるホロライブ】,2023-03-25,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '雪花ラミィ', '風真いろは', 'EXPO', 'fes', 'ライブ', 'エキスポ', 'フェス']",234013,14412,95
【チラ見せあり】感謝のEXPO＆4th fes. 振り返り！【#ひろがるホロライブ】,2023-03-25,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '雪花ラミィ', '風真いろは', 'EXPO', 'fes', 'ライブ', 'エキスポ', 'フェス']",234013,14412,95
【感想会】ひろがるホロライブ 感謝&お疲れさまでした！【EXPO/4th fes】,2023-03-20,"['ホロライブ', 'ひろがるホロライブ', 'えーちゃん', '友人A', 'ホロライブ公式', 'hololive', 'EXPO', 'fes']",166956,12064,65
【感想会】ひろがるホロライブ 感謝&お疲れさまでした！【EXPO/4th fes】,2023-03-20,"['ホロライブ', 'ひろがるホロライブ', 'えーちゃん', '友人A', 'ホロライブ公式', 'hololive', 'EXPO', 'fes']",166956,12064,65
"hololiveの新しい音楽プロジェクト、""Blue Journey""情報解禁動画",2023-03-19,"['hololive', 'Blue Journey', 'ブルージャーニー']",212621,12639,277
【#ひろがるホロライブDAY2】hololive 4th fes. Our Bright Parade hololive stage DAY2【チラ見せ】,2023-03-19,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '白上フブキ', '湊あくあ', '赤井はあと', 'ときのそら', 'ロボ子さん', '大神ミオ', '夜空メル', '大空スバル', '夏色まつり', 'さくらみこ', '百鬼あやめ', '紫咲シオン', 'アキ・ローゼンタール', '戌神ころね', '猫又おかゆ', 'AZKi', '星街すいせい', '兎田ぺこら', '不知火フレア', '白銀ノエル', '宝鐘マリン', '天音かなた', '姫森ルーナ', '角巻わため', '常闇トワ', '癒月ちょこ', '雪花ラミィ', '桃鈴ねね', '獅白ぼたん', '尾丸ポルカ', 'EXPO', 'フェス', 'エキスポ', '4th', 'ラプラス・ダークネス', '鷹嶺ルイ', '博衣こより', '沙花叉クロヱ', '風真いろは', 'アユンダ・リス', 'ムーナ・ホシノヴァ', 'アイラニ・イオフィフティーン', 'クレイジー・オリー', 'アーニャ・メルフィッサ', 'パヴォリア・レイネ', '森カリオペ', '小鳥遊キアラ', '一伊那尓栖', 'がうる・ぐら', 'ワトソン・アメリア', 'IRyS', 'セレス・ファウナ', 'オーロ・クロニー', '七詩ムメイ', 'ハコス・ベールズ']",1464184,51046,750
【#ひろがるホロライブDAY2】hololive SUPER EXPO 2023 フリーステージ,2023-03-19,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'EXPO', 'fes', 'エキスポ', 'フェス']",991084,35233,161
【#ひろがるホロライブDAY2】hololive SUPER EXPO 2023 フリーステージ,2023-03-19,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'EXPO', 'fes', 'エキスポ', 'フェス']",991084,35233,161
【#ひろがるホロライブDAY2】hololive 4th fes. Our Bright Parade holo*27 stage【チラ見せ】,2023-03-19,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '白上フブキ', '湊あくあ', '赤井はあと', 'ときのそら', 'ロボ子さん', '大神ミオ', '夜空メル', '大空スバル', '夏色まつり', 'さくらみこ', '百鬼あやめ', '紫咲シオン', 'アキ・ローゼンタール', '戌神ころね', '猫又おかゆ', 'AZKi', '星街すいせい', '兎田ぺこら', '不知火フレア', '白銀ノエル', '宝鐘マリン', '天音かなた', '姫森ルーナ', '角巻わため', '常闇トワ', '癒月ちょこ', '雪花ラミィ', '桃鈴ねね', '獅白ぼたん', '尾丸ポルカ', 'EXPO', 'フェス', 'エキスポ', '4th', 'ラプラス・ダークネス', '鷹嶺ルイ', '博衣こより', '沙花叉クロヱ', '風真いろは', 'アユンダ・リス', 'ムーナ・ホシノヴァ', 'アイラニ・イオフィフティーン', 'クレイジー・オリー', 'アーニャ・メルフィッサ', 'パヴォリア・レイネ', '森カリオペ', '小鳥遊キアラ', '一伊那尓栖', 'がうる・ぐら', 'ワトソン・アメリア', 'IRyS', 'セレス・ファウナ', 'オーロ・クロニー', '七詩ムメイ', 'ハコス・ベールズ']",972304,39897,517
【#ひろがるホロライブDAY1】hololive 4th fes. Our Bright Parade hololive stage DAY1【チラ見せ】,2023-03-18,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '白上フブキ', '湊あくあ', '赤井はあと', 'ときのそら', 'ロボ子さん', '大神ミオ', '夜空メル', '大空スバル', '夏色まつり', 'さくらみこ', '百鬼あやめ', '紫咲シオン', 'アキ・ローゼンタール', '戌神ころね', '猫又おかゆ', 'AZKi', '星街すいせい', '兎田ぺこら', '不知火フレア', '白銀ノエル', '宝鐘マリン', '天音かなた', '姫森ルーナ', '角巻わため', '常闇トワ', '癒月ちょこ', '雪花ラミィ', '桃鈴ねね', '獅白ぼたん', '尾丸ポルカ', 'EXPO', 'フェス', 'エキスポ', '4th', 'ラプラス・ダークネス', '鷹嶺ルイ', '博衣こより', '沙花叉クロヱ', '風真いろは', 'アユンダ・リス', 'ムーナ・ホシノヴァ', 'アイラニ・イオフィフティーン', 'クレイジー・オリー', 'アーニャ・メルフィッサ', 'パヴォリア・レイネ', '森カリオペ', '小鳥遊キアラ', '一伊那尓栖', 'がうる・ぐら', 'ワトソン・アメリア', 'IRyS', 'セレス・ファウナ', 'オーロ・クロニー', '七詩ムメイ', 'ハコス・ベールズ']",1608117,58016,711
【#ひろがるホロライブDAY1】hololive SUPER EXPO 2023 フリーステージ,2023-03-18,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'EXPO', 'エキスポ', 'fes', 'フェス']",1667645,54615,260
【#ひろがるホロライブDAY1】hololive SUPER EXPO 2023 フリーステージ,2023-03-18,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'EXPO', 'エキスポ', 'fes', 'フェス']",1667645,54615,260
【#ひろがるホロライブDAY1】hololive SUPER EXPO 2023 フリーステージ,2023-03-18,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'EXPO', 'エキスポ', 'fes', 'フェス']",1667645,54615,260
【#ひろがるホロライブDAY1】hololive SUPER EXPO 2023 フリーステージ,2023-03-18,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'EXPO', 'エキスポ', 'fes', 'フェス']",1667645,54615,260
【#ひろがるホロライブDAY1】hololive SUPER EXPO 2023 フリーステージ,2023-03-18,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'EXPO', 'エキスポ', 'fes', 'フェス']",1667645,54615,260
【#ひろがるホロライブDAY1】hololive SUPER EXPO 2023 フリーステージ,2023-03-18,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'EXPO', 'エキスポ', 'fes', 'フェス']",1667645,54615,260
【#ひろがるホロライブDAY1】hololive SUPER EXPO 2023 フリーステージ,2023-03-18,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'EXPO', 'エキスポ', 'fes', 'フェス']",1667645,54615,260
【#ひろがるホロライブDAY1】hololive SUPER EXPO 2023 フリーステージ,2023-03-18,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'EXPO', 'エキスポ', 'fes', 'フェス']",1667645,54615,260
【#ひろがるホロライブDAY1】hololive SUPER EXPO 2023 フリーステージ,2023-03-18,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'EXPO', 'エキスポ', 'fes', 'フェス']",1667645,54615,260
【スクープ】正しくお絵描きできないと秘密を暴露【#グラフィティ幼稚園】,2023-03-06,"['秘密', '暴露', 'スクープ', '特ダネ', '幼稚園', '園児', 'お絵描き', 'グラフィティ', 'hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '白上フブキ', 'Shirakami Fubuki', '小鳥遊キアラ', 'Takanashi Kiara', 'アイラニ・イオフィフティーン', 'Airani Iofifteen', 'パヴォリア・レイネ', 'Pavolia Reine']",226888,12794,441
【スクープ】正しくお絵描きできないと秘密を暴露【#グラフィティ幼稚園】,2023-03-06,"['秘密', '暴露', 'スクープ', '特ダネ', '幼稚園', '園児', 'お絵描き', 'グラフィティ', 'hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '白上フブキ', 'Shirakami Fubuki', '小鳥遊キアラ', 'Takanashi Kiara', 'アイラニ・イオフィフティーン', 'Airani Iofifteen', 'パヴォリア・レイネ', 'Pavolia Reine']",226888,12794,441
【スクープ】正しくお絵描きできないと秘密を暴露【#グラフィティ幼稚園】,2023-03-06,"['秘密', '暴露', 'スクープ', '特ダネ', '幼稚園', '園児', 'お絵描き', 'グラフィティ', 'hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '白上フブキ', 'Shirakami Fubuki', '小鳥遊キアラ', 'Takanashi Kiara', 'アイラニ・イオフィフティーン', 'Airani Iofifteen', 'パヴォリア・レイネ', 'Pavolia Reine']",226888,12794,441
【スクープ】正しくお絵描きできないと秘密を暴露【#グラフィティ幼稚園】,2023-03-06,"['秘密', '暴露', 'スクープ', '特ダネ', '幼稚園', '園児', 'お絵描き', 'グラフィティ', 'hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '白上フブキ', 'Shirakami Fubuki', '小鳥遊キアラ', 'Takanashi Kiara', 'アイラニ・イオフィフティーン', 'Airani Iofifteen', 'パヴォリア・レイネ', 'Pavolia Reine']",226888,12794,441
【スクープ】正しくお絵描きできないと秘密を暴露【#グラフィティ幼稚園】,2023-03-06,"['秘密', '暴露', 'スクープ', '特ダネ', '幼稚園', '園児', 'お絵描き', 'グラフィティ', 'hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', '白上フブキ', 'Shirakami Fubuki', '小鳥遊キアラ', 'Takanashi Kiara', 'アイラニ・イオフィフティーン', 'Airani Iofifteen', 'パヴォリア・レイネ', 'Pavolia Reine']",226888,12794,441
【#ひろがるホロライブ】EXPOフード解禁！全力食レポをお届け！【ホロライブ公式】,2023-03-04,"['hololive', 'ホロライブ', 'VTuber', 'バーチャルYouTuber', 'VR', 'AZKi', '博衣こより', 'EXPO', 'エキスポ', 'フェス', 'fes', 'ライブ', 'イベント']",153664,9620,66
